URL, HTTP status code
https://www.dailymail.co.uk/news/article-6337545/Pregnant-Russian-woman-gives-birth-checkouts-supermarket-Omsk-region.html,200
https://www.dailymail.co.uk/news/article-6616381/Brexit-Britain-pace-biggest-economies-Europe.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6676179/amp/ANDREW-PIERCE-Donald-Tusks-jibe-juvenile-spiteful-offered-proof-leave.html,200
https://www.dailymail.co.uk/news/article-6702319/Better-flowers-chocolates-Subway-giving-away-free-COOKIES-Valentines-Day.html?mrn_rm=rta,200
https://www.dailymail.co.uk/news/article-6484461/Michelle-Obama-appear-20-000-fans-Londons-O2-Arena-year.html,200
https://www.dailymail.co.uk/news/article-5662043/Photographer-snapped-presidents-ladies-Barbara-Bushs-funeral-talks-camera-interactions.html,200
https://www.dailymail.co.uk/news/article-6608669/amp/The-Queen-92-drives-Range-Rover-without-seatbelt.html,200
https://www.dailymail.co.uk/news/article-6566735/Americans-tax-refunds-usual-Trump-administration-says.html,200
https://www.dailymail.co.uk/news/article-6337269/Syrian-accused-gang-raping-girl-14-warrant-arrest.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-5671191/Bill-Cosby-said-mentally-preparing-prison.html,200
https://www.dailymail.co.uk/news/article-5208849/amp/El-Chapos-wife-visits-jail-Christmas.html,200
https://www.dailymail.co.uk/news/article-6611965/amp/Labour-membership-plunges-150-000-amid-backlash-Corbyns-handling-Brexit.html,200
https://www.dailymail.co.uk/news/article-6210211/Lily-Allen-admits-foolish-apologise-behalf-Britain-refugee-crisis.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-5846729/Bill-Cosby-fires-entire-legal-team-lead-sentencing-jury-guilty-assault.html,200
https://www.dailymail.co.uk/news/article-6622629/Angela-Merkel-brands-Britains-relationship-EU-patchy.html,200
https://www.dailymail.co.uk/news/article-6194241/Michelle-Obama-charging-3-000-VIP-tickets-book-tour-memoir-Becoming.html,200
https://www.dailymail.co.uk/news/article-6540747/Obamas-wall-home-Trump-uses-former-couple-argue-border-barrier.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-5326489/Michelle-Obama-appear-Ellen-week.html,200
https://www.dailymail.co.uk/news/article-6334503/Republicans-Pence-Ryan-SPLIT-Trump-plan-end-birthright-citizenship-illegals-own.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-5777109/Wife-Mexican-cartel-kingpin-El-Mencho-arrested.html,200
https://www.dailymail.co.uk/news/article-6692953/amp/The-plane-shrunk-world-behemoth-turned-air-travel-luxury-holiday.html?ico=amp_articleRelated,200
https://www.dailymail.co.uk/news/article-6611461/Downing-Street-warns-concerning-moves-rebel-MPs-TWO-groups-try-frustrate-Brexit-plans.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6702605/Judge-finds-Manafort-lied-investigators-Russia-probe.html?mrn_rm=rta,200
https://www.dailymail.co.uk/news/article-6392543/Four-year-old-boy-23-illegal-immigrants-caught-trying-enter-UK.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6569257/Networks-air-Democratic-response-Trumps-border-wall-speech.html,200
https://www.dailymail.co.uk/news/article-6206303/Illegal-immigrant-accused-murdering-crew-mate-fishing-boat.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6037117/Barack-Michelle-Obama-kick-Marthas-Vineyard-getaway-new-restaurant.html,200
https://www.dailymail.co.uk/news/article-5688511/Cosby-Polanski-expelled-Academy-Motion-Pictures.html,200
https://www.dailymail.co.uk/news/article-6693623/amp/Loved-ones-remember-Nashville-musician-killed-robbery.html,200
https://www.dailymail.co.uk/news/article-6593805/amp/New-migrant-caravan-800-Hondurans-heads-America-amid-wall-funding-row.html,200
https://www.dailymail.co.uk/news/article-6621285/amp/Theresa-orders-MPs-vote-amendments-stop-No-Deal-Brexit.html,200
https://www.dailymail.co.uk/news/article-5774637/Drake-slams-Pusha-T-diss-track-DAY-rapper-makes-jide-ghost-writer.html,200
https://www.dailymail.co.uk/news/article-6573787/PIERS-MORGAN-Trumps-rhetoric-does-no-favors-rank-hypocrisy-Democrats-worse.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-3409751/ISIS-supporter-accused-murder-spree-two-states-killing-four-people-protest-against-foreign-policy-federal-terrorism-watch-list.html,200
https://www.dailymail.co.uk/news/article-6705267/Jamal-Khashoggis-fiancee-narrowly-missed-killed-alongside-journalist.html?mrn_rm=rta,200
https://www.dailymail.co.uk/news/article-6231449/Legally-blind-Bill-Cosby-personal-guide-prison-making-friends-staff.html,200
https://www.dailymail.co.uk/news/article-6567729/Trump-advisor-Turkey-talks-Syria-pullout.html,200
https://www.dailymail.co.uk/news/article-6337855/Brother-arrested-Iraqi-refugee-says-sibling-not-Mandarin-Oriental-building-bombs.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6588655/Congress-face-question-When-shutdown-end.html,200
https://www.dailymail.co.uk/news/article-6433749/Homeland-Security-chief-agrees-caravan-migrants-using-women-children-human-shields.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6611521/Inside-Brexit-bash-Jacob-Rees-Moggs-son-Peter-11-served-Bollinger-Tory-rebels.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-5872915/Michelle-Obama-says-White-House-passion-children.html,200
https://www.dailymail.co.uk/news/article-6439403/amp/Syrian-refugee-15-waterboarded-bully-tells-cries-sleep.html,200
https://www.dailymail.co.uk/news/article-6533109/Saudi-king-orders-government-reshuffle-Khashoggi-fallout.html,200
https://www.dailymail.co.uk/news/article-6622823/Tory-chiefs-warn-Jeremy-Corbyn-end-PM-calls-snap-election.html,200
https://www.dailymail.co.uk/news/article-6591223/Senior-Trump-official-tells-president-anonymous-op-ed-shutter-shutdown-agencies-forever.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6691789/Five-children-aged-12-16-charged-murder-Nashville-musician-tried-adults.html,200
https://www.dailymail.co.uk/news/article-6611963/The-PM-quit-wins-gets-Eurosceptic-Tories-vote-deal.html,200
https://www.dailymail.co.uk/news/article-6159747/Trumps-DHS-shifted-nearly-10-million-FEMA-ICE-detention-programs.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-5573769/Friend-woman-accusing-Bill-Cosby-sexual-assault-approved-witness.html,200
https://www.dailymail.co.uk/news/article-5539931/Barack-Michelle-Obama-stirring-letter-gun-control-activists-marches-place-America.html,200
https://www.dailymail.co.uk/news/article-5688163/Bill-Cosbys-statue-removed-Television-Academys-Hall-Fame.html,200
https://www.dailymail.co.uk/news/article-6591445/amp/Trump-says-impossible-criminal-immigrants-enter-easier-farm-hands.html,200
https://www.dailymail.co.uk/news/article-6158827/EU-announces-anti-migrant-coastguard-protect-borders-three-years-continent-opened-doors.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-3444390/Autopsy-reports-1929-Valentines-Day-massacre.html,200
https://www.dailymail.co.uk/news/article-6702177/Tech-mogul-Marsys-Law-advocate-faces-drug-charges-Vegas.html?mrn_rm=rta,200
https://www.dailymail.co.uk/news/article-6622519/Hardline-Brexiteers-just-pretending-Mays-plan.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6695727/KFC-worker-wins-1-5million-discrimination-lawsuit-breastfeeding.html,200
https://www.dailymail.co.uk/news/article-6198845/Michelle-Obama-officiates-wedding-Chicago-deputy-mayors-daughter.html,200
https://www.dailymail.co.uk/news/article-5596261/Who-Nicolle-Rochelle-Naked-actress-protested-Cosby-trial.html,200
https://www.dailymail.co.uk/news/article-6214719/True-dedication-Syrian-refugee-girl-11-filmed-studying-pile-RUBBISH-Turkey.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/obama/index.html,200
https://www.dailymail.co.uk/news/article-6610299/Keir-Starmer-hints-Labour-campaign-second-referendum-fails-reach-new-Brexit-deal.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-4620042/Drug-agents-San-Diego-seize-huge-load-powerful-opiate.html,200
https://www.dailymail.co.uk/news/article-6565315/Swiss-woman-charged-assault-slapping-Afghan-migrant-kept-groping-her.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6693999/Handyman-accused-intentionally-blowing-Denver-rowhome.html,200
https://www.dailymail.co.uk/news/article-6434637/Nearly-200-illegal-immigrants-jumped-border-kids-werent-theirs-says-Homeland-Security.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-5421727/Michelle-Obama-awe-student-gun-control-activists.html,200
https://www.dailymail.co.uk/news/article-6158593/Canadian-immigrant-multi-millionaire-winning-lottery-TWICE.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/article-6415621/Obamas-book-sells-1-4-million-copies-week.html,200
https://www.dailymail.co.uk/news/article-6179087/The-Reparation-Emmys-Michael-Che-hands-Emmys-black-artists-won.html,200
https://www.dailymail.co.uk/news/article-6540263/Khashoggi-killing-journalist-killed-botched-attempt-kidnap-him.html,200
https://www.dailymail.co.uk/news/article-3444217/Families-six-Americans-brutally-murdered-Mexican-cartels-sue-HSBC-aiding-terrorism-laundering-BILLIONS-dollars-drug-gangs.html,200
https://www.dailymail.co.uk/news/article-5662009/Shrieks-tears-Bill-Cosby-accusers-court-guilty-drugging-raping-Andrea-Constand.html,200
https://www.dailymail.co.uk/news/article-5888887/Michelle-Obama-steps-upscale-vegan-lunch-Los-Angeles.html,200
https://www.dailymail.co.uk/news/article-6602171/Japanese-firm-Hitachi-scraps-plans-new-multi-billion-pound-nuclear-power-plant-Wales.html?ns_mchannel=rss&amp,200
https://www.dailymail.co.uk/news/michelle_obama/index.rss,200
https://www.dailymail.co.uk/news/article-6589189/Republican-leaders-slam-Democrats-partying-beach.html,200
https://www.dailymail.co.uk/news/article-6120721/Don-Jr-blasts-liberals-response-Mollie-Tibbetts-murder.html?ns_mchannel=rss&amp,200
